,代號,股票名稱,上市日,市場別,產業別
658,4414,如興,2004-09-06,上市,紡織纖維
659,4426,利勤,2011-12-16,上市,紡織纖維
660,4438,廣越,2016-10-18,上市,紡織纖維
661,4439,冠星-KY,2019-12-05,上市,紡織纖維
662,4440,宜新實業,2021-10-25,上市,紡織纖維
663,4526,東台,2003-09-15,上市,電機機械
664,4532,瑞智,2003-08-04,上市,電機機械
665,4536,拓凱,2013-10-09,上市,運動休閒
666,4540,全球傳動,2018-08-15,上市,電機機械
667,4545,銘鈺,2016-01-06,上市,電子零組件業
668,4551,智伸科,2015-08-10,上市,汽車工業
669,4552,力達-KY,2016-07-20,上市,電機機械
670,4555,氣立,2015-10-27,上市,電機機械
671,4557,永新-KY,2015-10-12,上市,汽車工業
672,4560,強信-KY,2017-05-26,上市,電機機械
673,4562,穎漢,2017-08-21,上市,電機機械
674,4564,元翎,2019-03-07,上市,電機機械
675,4566,時碩工業,2018-02-05,上市,電機機械
676,4569,六方科-KY,2023-07-31,上市,汽車工業
677,4571,鈞興-KY,2019-09-17,上市,電機機械
678,4572,駐龍,2019-09-10,上市,電機機械
679,4576,大銀微系統,2019-09-04,上市,電機機械
680,4581,光隆精密-KY,2020-03-09,上市,汽車工業
681,4583,台灣精銳,2022-05-09,上市,電機機械
682,4588,玖鼎電力,2024-01-29,上市,其他電子業
683,4720,德淵,2015-06-24,上市,化學工業
684,4722,國精化,2012-08-15,上市,化學工業
685,4736,泰博,2023-12-22,上市,生技醫療業
686,4737,華廣,2010-12-23,上市,生技醫療業
687,4739,康普,2017-09-08,上市,化學工業
688,4746,台耀,2011-03-01,上市,生技醫療業
689,4755,三福化,2013-11-27,上市,化學工業
690,4763,材料-KY,2015-11-09,上市,化學工業
691,4764,雙鍵,2018-01-04,上市,化學工業
692,4766,南寶,2018-11-28,上市,化學工業
693,4770,上品,2021-12-22,上市,化學工業
694,4771,望隼,2024-03-18,上市,生技醫療業
695,4807,日成-KY,2017-06-26,上市,貿易百貨業
696,4904,遠傳,2005-08-24,上市,通信網路業
697,4906,正文,2003-06-30,上市,通信網路業
698,4912,聯德控股-KY,2015-05-21,上市,電子零組件業
699,4915,致伸,2012-10-05,上市,電子零組件業
700,4916,事欣科,2013-11-21,上市,電腦及週邊設備業
701,4919,新唐,2010-09-27,上市,半導體業
702,4927,泰鼎-KY,2015-09-08,上市,電子零組件業
703,4930,燦星網,2010-06-21,上市,電器電纜
704,4934,太極,2010-03-10,上市,光電業
705,4935,茂林-KY,2011-07-28,上市,光電業
706,4938,和碩,2010-06-24,上市,電腦及週邊設備業
707,4942,嘉彰,2011-06-27,上市,光電業
708,4943,康控-KY,2016-11-11,上市,電子零組件業
709,4952,凌通,2011-11-01,上市,半導體業
710,4956,光鋐,2011-10-24,上市,光電業
711,4958,臻鼎-KY,2011-12-26,上市,電子零組件業
712,4960,誠美材,2011-10-24,上市,光電業
713,4961,天鈺,2018-10-17,上市,半導體業
714,4967,十銓,2019-01-14,上市,半導體業
715,4968,立積,2015-11-13,上市,半導體業
716,4976,佳凌,2012-11-20,上市,光電業
717,4977,眾達-KY,2013-11-20,上市,通信網路業
718,4989,榮科,2018-06-28,上市,電子零組件業
719,4994,傳奇,2013-12-25,上市,資訊服務業
720,4999,鑫禾,2013-06-03,上市,電子零組件業
721,5007,三星,2011-09-16,上市,鋼鐵工業
722,5203,訊連,2004-09-27,上市,資訊服務業
723,5215,科嘉-KY,2011-12-26,上市,電腦及週邊設備業
724,5222,全訊,2021-10-25,上市,半導體業
725,5225,東科-KY,2012-11-05,上市,其他電子業
726,5234,達興材料,2012-07-16,上市,光電業
727,5243,乙盛-KY,2013-11-25,上市,光電業
728,5244,弘凱,2022-01-19,上市,光電業
729,5258,虹堡,2016-12-30,上市,電腦及週邊設備業
730,5269,祥碩,2012-12-12,上市,半導體業
731,5283,禾聯碩,2019-05-24,上市,電器電纜
732,5284,jpp-KY,2017-03-09,上市,其他業
733,5285,界霖,2014-02-25,上市,半導體業
734,5288,豐祥-KY,2014-09-25,上市,電機機械
735,5292,華懋,2020-01-07,上市,綠能環保
736,5306,桂盟,2022-03-08,上市,運動休閒
737,5388,中磊,2007-12-03,上市,通信網路業
738,5434,崇越,2003-08-25,上市,電子通路業
739,5469,瀚宇博,2003-08-25,上市,電子零組件業
740,5471,松翰,2003-08-25,上市,半導體業
741,5484,慧友,2003-08-25,上市,光電業
742,5515,建國,2003-10-06,上市,建材營造業
743,5519,隆大,2014-02-10,上市,建材營造業
744,5521,工信,2012-12-18,上市,建材營造業
745,5522,遠雄,2007-08-06,上市,建材營造業
746,5525,順天,2004-11-26,上市,建材營造業
747,5531,鄉林,2005-01-31,上市,建材營造業
748,5533,皇鼎,2008-04-30,上市,建材營造業
749,5534,長虹,2004-05-24,上市,建材營造業
750,5538,東明-KY,2013-12-16,上市,鋼鐵工業
751,5546,永固-KY,2020-05-20,上市,建材營造業
752,5607,遠雄港,2004-12-02,上市,航運業
753,5608,四維航,2003-08-25,上市,航運業
754,5706,鳳凰,2011-10-21,上市,觀光餐旅
755,5871,中租-KY,2011-12-13,上市,其他業
756,5876,上海商銀,2018-10-19,上市,金融保險業
757,5880,合庫金,2011-12-01,上市,金融保險業
758,5906,台南-KY,2011-10-24,上市,貿易百貨業
759,5907,大洋-KY,2012-06-06,上市,貿易百貨業
760,6005,群益證,2005-11-21,上市,金融保險業
761,6024,群益期,2017-10-16,上市,金融保險業
762,6108,競國,2008-12-30,上市,電子零組件業
763,6112,邁達特,2003-08-04,上市,資訊服務業
764,6115,鎰勝,2004-07-19,上市,電子零組件業
765,6116,彩晶,2004-09-06,上市,光電業
766,6117,迎廣,2003-08-25,上市,電腦及週邊設備業
767,6120,達運,2006-09-13,上市,光電業
768,6128,上福,2003-06-16,上市,電腦及週邊設備業
769,6133,金橋,2003-08-15,上市,電子零組件業
770,6136,富爾特,2003-08-25,上市,通信網路業
771,6139,亞翔,2003-08-25,上市,其他電子業
772,6141,柏承,2003-10-22,上市,電子零組件業
773,6142,友勁,2003-08-04,上市,通信網路業
774,6152,百一,2009-12-08,上市,通信網路業
775,6153,嘉聯益,2008-01-21,上市,電子零組件業
776,6155,鈞寶,2006-08-18,上市,電子零組件業
777,6164,華興,2008-10-21,上市,光電業
778,6165,浪凡,2003-08-04,上市,數位雲端
779,6166,凌華,2004-11-08,上市,電腦及週邊設備業
780,6168,宏齊,2003-08-25,上市,光電業
781,6176,瑞儀,2007-05-15,上市,光電業
782,6177,達麗,2013-08-01,上市,建材營造業
783,6183,關貿,2011-12-01,上市,資訊服務業
784,6184,大豐電,2005-02-15,上市,其他業
785,6189,豐藝,2004-05-24,上市,電子通路業
786,6191,精成科,2007-10-19,上市,電子零組件業
787,6192,巨路,2004-09-27,上市,其他電子業
788,6196,帆宣,2004-05-24,上市,其他電子業
789,6197,佳必琪,2004-11-08,上市,電子零組件業
790,6201,亞弘電,2004-09-27,上市,其他電子業
791,6202,盛群,2004-09-27,上市,半導體業
792,6205,詮欣,2008-01-21,上市,電子零組件業
793,6206,飛捷,2004-08-03,上市,電腦及週邊設備業
794,6209,今國光,2004-11-08,上市,光電業
795,6213,聯茂,2008-01-21,上市,電子零組件業
796,6214,精誠,2010-12-30,上市,資訊服務業
797,6215,和椿,2007-12-31,上市,其他電子業
798,6216,居易,2004-09-27,上市,通信網路業
799,6224,聚鼎,2009-09-17,上市,電子零組件業
800,6225,天瀚,2004-09-27,上市,光電業
801,6226,光鼎,2008-11-10,上市,光電業
802,6230,尼得科超眾,2010-09-16,上市,電腦及週邊設備業
803,6235,華孚,2004-08-23,上市,電腦及週邊設備業
804,6239,力成,2004-11-08,上市,半導體業
805,6243,迅杰,2009-12-17,上市,半導體業
806,6257,矽格,2003-08-25,上市,半導體業
807,6269,台郡,2003-09-23,上市,電子零組件業
808,6271,同欣電,2007-11-16,上市,半導體業
809,6277,宏正,2003-10-30,上市,電腦及週邊設備業
810,6278,台表科,2010-08-24,上市,光電業
811,6281,全國電,2005-12-08,上市,電子通路業
812,6282,康舒,2003-09-08,上市,電子零組件業
813,6283,淳安,2008-01-21,上市,其他電子業
814,6285,啟碁,2003-09-22,上市,通信網路業
815,6288,聯嘉,2018-05-09,上市,汽車工業
816,6405,悅城,2013-11-28,上市,光電業
817,6409,旭隼,2014-03-31,上市,其他電子業
818,6412,群電,2013-11-08,上市,電子零組件業
819,6414,樺漢,2014-03-28,上市,電腦及週邊設備業
820,6415,矽力*-KY,2013-12-12,上市,半導體業
821,6416,瑞祺電通,2018-04-16,上市,通信網路業
822,6426,統新,2021-03-24,上市,通信網路業
823,6431,光麗-KY,2014-12-04,上市,生技醫療業
824,6438,迅得,2021-01-19,上市,其他電子業
825,6442,光聖,2015-07-14,上市,通信網路業
826,6443,元晶,2015-10-01,上市,光電業
827,6446,藥華藥,2024-01-25,上市,生技醫療業
828,6449,鈺邦,2014-12-09,上市,電子零組件業
829,6451,訊芯-KY,2015-01-26,上市,半導體業
830,6456,GIS-KY,2015-06-12,上市,光電業
831,6464,台數科,2015-12-16,上市,其他業
832,6472,保瑞,2023-12-19,上市,生技醫療業
833,6477,安集,2016-06-21,上市,光電業
834,6491,晶碩,2019-10-07,上市,生技醫療業
835,6504,南六,2013-05-07,上市,其他業
836,6505,台塑化,2003-12-26,上市,油電燃氣業
837,6515,穎崴,2021-01-20,上市,半導體業
838,6525,捷敏-KY,2016-04-12,上市,半導體業
839,6526,達發,2023-10-19,上市,半導體業
840,6531,愛普*,2016-05-31,上市,半導體業
841,6533,晶心科,2017-03-14,上市,半導體業
842,6541,泰福-KY,2017-10-26,上市,生技醫療業
843,6550,北極星藥業-KY,2022-06-06,上市,生技醫療業
844,6552,易華電,2017-01-10,上市,半導體業
845,6558,興能高,2018-12-05,上市,其他電子業
846,6573,虹揚-KY,2017-09-26,上市,半導體業
847,6579,研揚,2017-08-21,上市,電腦及週邊設備業
848,6581,鋼聯,2018-01-30,上市,綠能環保
849,6582,申豐,2017-06-14,上市,橡膠工業
850,6585,鼎基,2022-05-20,上市,其他業
851,6591,動力-KY,2017-12-28,上市,電腦及週邊設備業
852,6592,和潤企業,2019-12-09,上市,其他業
853,6598,ABC-KY,2020-06-09,上市,生技醫療業
854,6605,帝寶,2004-03-17,上市,汽車工業
855,6606,建德工業,2023-03-24,上市,電機機械
856,6625,必應,2018-02-07,上市,其他業
857,6641,基士德-KY,2018-09-21,上市,綠能環保
858,6655,科定,2018-11-28,上市,其他業
859,6657,華安,2023-06-12,上市,生技醫療業
860,6658,聯策,2023-11-02,上市,其他電子業
861,6666,羅麗芬-KY,2018-11-19,上市,生技醫療業
862,6668,中揚光,2018-12-12,上市,光電業
863,6669,緯穎,2019-03-27,上市,電腦及週邊設備業
864,6670,復盛應用,2018-12-18,上市,運動休閒
865,6671,三能-KY,2018-12-11,上市,居家生活
866,6672,騰輝電子-KY,2019-04-17,上市,電子零組件業
867,6674,鋐寶科技,2018-11-28,上市,通信網路業
868,6689,伊雲谷,2022-09-13,上市,數位雲端
869,6691,洋基工程,2022-01-03,上市,其他電子業
870,6695,芯鼎,2022-11-04,上市,半導體業
871,6698,旭暉應材,2019-11-25,上市,其他電子業
872,6706,惠特,2019-12-19,上市,光電業
873,6715,嘉基,2019-12-12,上市,電子零組件業
874,6719,力智,2022-01-13,上市,半導體業
875,6742,澤米,2023-12-05,上市,光電業
876,6743,安普新,2020-12-14,上市,其他電子業
877,6753,龍德造船,2023-03-10,上市,航運業
878,6754,匯僑設計,2020-08-25,上市,居家生活
879,6756,威鋒電子,2020-12-24,上市,半導體業
880,6768,志強-KY,2021-04-22,上市,運動休閒
881,6770,力積電,2021-12-06,上市,半導體業
882,6776,展碁國際,2021-03-31,上市,電子通路業
883,6781,AES-KY,2021-03-22,上市,電子零組件業
884,6782,視陽,2022-11-28,上市,生技醫療業
885,6789,采鈺,2022-06-30,上市,半導體業
886,6790,永豐實,2021-09-29,上市,造紙工業
887,6792,詠業,2021-12-08,上市,通信網路業
888,6796,晉弘,2022-06-01,上市,生技醫療業
889,6799,來頡,2022-05-12,上市,半導體業
890,6805,富世達,2023-11-09,上市,電子零組件業
891,6806,森崴能源,2021-11-15,上市,綠能環保
892,6807,峰源-KY,2022-04-25,上市,居家生活
893,6830,汎銓,2022-08-31,上市,其他電子業
894,6834,天二科技,2022-09-01,上市,電子零組件業
895,6835,圓裕,2022-11-10,上市,電子零組件業
896,6861,睿生光電,2023-03-27,上市,生技醫療業
897,6863,永道-KY,2023-03-21,上市,通信網路業
898,6901,鑽石投資,2023-09-19,上市,其他業
899,6906,現觀科,2024-01-15,上市,數位雲端
900,6916,華凌,2023-12-05,上市,光電業
901,6933,AMAX-KY,2023-11-08,上市,電腦及週邊設備業
902,6937,天虹,2023-12-12,上市,半導體業
903,8011,台通,2011-09-19,上市,通信網路業
904,8016,矽創,2003-12-25,上市,半導體業
905,8021,尖點,2008-01-21,上市,其他電子業
906,8028,昇陽半導體,2018-07-10,上市,半導體業
907,8033,雷虎,2007-06-21,上市,其他業
908,8039,台虹,2009-12-17,上市,電子零組件業
909,8046,南電,2006-04-07,上市,電子零組件業
910,8070,長華*,2007-12-31,上市,電子通路業
911,8072,陞泰,2005-08-19,上市,電子通路業
912,8081,致新,2008-12-30,上市,半導體業
913,8101,華冠,2004-07-01,上市,通信網路業
914,8103,瀚荃,2009-09-29,上市,電子零組件業
915,8104,錸寶,2019-01-17,上市,光電業
916,8105,凌巨,2006-12-27,上市,光電業
917,8110,華東,2007-10-31,上市,半導體業
918,8112,至上,2007-12-31,上市,電子通路業
919,8114,振樺電,2012-11-26,上市,電腦及週邊設備業
920,8131,福懋科,2007-11-29,上市,半導體業
921,8150,南茂,2014-04-11,上市,半導體業
922,8163,達方,2007-11-28,上市,電腦及週邊設備業
923,8201,無敵,2007-10-29,上市,其他電子業
924,8210,勤誠,2011-12-01,上市,電腦及週邊設備業
925,8213,志超,2009-12-25,上市,電子零組件業
926,8215,明基材,2010-11-12,上市,光電業
927,8222,寶一,2015-01-27,上市,電機機械
928,8249,菱光,2005-05-17,上市,電子零組件業
929,8261,富鼎,2009-12-11,上市,半導體業
930,8271,宇瞻,2010-12-29,上市,半導體業
931,8341,日友,2015-03-23,上市,綠能環保
932,8367,建新國際,2018-09-12,上市,航運業
933,8374,羅昇,2008-12-25,上市,電機機械
934,8404,百和興業-KY,2011-05-18,上市,其他業
935,8411,福貞-KY,2011-11-01,上市,其他業
936,8422,可寧衛,2011-10-05,上市,綠能環保
937,8429,金麗-KY,2012-12-20,上市,貿易百貨業
938,8438,昶昕,2022-03-11,上市,綠能環保
939,8442,威宏-KY,2016-11-08,上市,其他業
940,8443,阿瘦,2014-09-15,上市,貿易百貨業
941,8454,富邦媒,2014-12-19,上市,數位雲端
942,8462,柏文,2019-03-15,上市,運動休閒
943,8463,潤泰材,2015-07-13,上市,其他業
944,8464,億豐,2015-12-22,上市,居家生活
945,8466,美吉吉-KY,2016-11-01,上市,其他業
946,8467,波力-KY,2015-12-15,上市,運動休閒
947,8473,山林水,2016-09-08,上市,綠能環保
948,8476,台境,2023-10-31,上市,綠能環保
949,8478,東哥遊艇,2017-12-11,上市,運動休閒
950,8481,政伸,2017-02-24,上市,其他業
951,8482,商億-KY,2018-08-15,上市,居家生活
952,8488,吉源-KY,2016-12-13,上市,其他業
953,8499,鼎炫-KY,2017-11-24,上市,其他電子業
954,8926,台汽電,2003-08-25,上市,油電燃氣業
955,8940,新天地,2009-05-15,上市,觀光餐旅
956,8996,高力,2014-02-14,上市,電機機械
957,9802,鈺齊-KY,2012-10-18,上市,運動休閒
958,9902,台火,1964-07-14,上市,其他業
959,9904,寶成,1990-01-19,上市,運動休閒
960,9905,大華,1990-08-08,上市,其他業
961,9906,欣巴巴,1990-12-15,上市,建材營造業
962,9907,統一實,1991-01-29,上市,其他業
963,9908,大台北,1991-02-06,上市,油電燃氣業
964,9910,豐泰,1992-02-18,上市,運動休閒
965,9911,櫻花,1992-07-16,上市,居家生活
966,9912,偉聯,1992-08-08,上市,電腦及週邊設備業
967,9914,美利達,1992-09-30,上市,運動休閒
968,9917,中保科,1993-12-08,上市,其他業
969,9918,欣天然,1994-04-26,上市,油電燃氣業
970,9919,康那香,1994-11-04,上市,其他業
971,9921,巨大,1994-12-29,上市,運動休閒
972,9924,福興,1995-03-15,上市,居家生活
973,9925,新保,1995-12-09,上市,其他業
974,9926,新海,1998-04-08,上市,油電燃氣業
975,9927,泰銘,1999-03-12,上市,其他業
976,9928,中視,1999-08-09,上市,其他業
977,9929,秋雨,1999-06-28,上市,其他業
978,9930,中聯資源,1999-11-22,上市,綠能環保
979,9931,欣高,2000-03-21,上市,油電燃氣業
980,9933,中鼎,1993-05-28,上市,其他業
981,9934,成霖,2000-09-11,上市,居家生活
982,9935,慶豐富,2000-09-11,上市,居家生活
983,9937,全國,2000-09-11,上市,油電燃氣業
984,9938,百和,2001-01-12,上市,其他業
985,9939,宏全,2001-03-02,上市,其他業
986,9940,信義,2001-09-17,上市,其他業
987,9941,裕融,2001-09-17,上市,其他業
988,9942,茂順,2002-01-28,上市,其他業
989,9943,好樂迪,2002-08-26,上市,觀光餐旅
990,9944,新麗,2002-08-26,上市,其他業
991,9945,潤泰新,1992-04-30,上市,其他業
992,9946,三發地產,2013-09-17,上市,建材營造業
993,9955,佳龍,2008-01-21,上市,綠能環保
994,9958,世紀鋼,2008-03-12,上市,鋼鐵工業
37604,2254,巨鎧精密-創,2023-10-20,上市臺灣創新板,汽車工業
37605,2258,鴻華先進-創,2023-11-20,上市臺灣創新板,汽車工業
37606,2432,倚天酷碁-創,2023-05-31,上市臺灣創新板,電腦及週邊設備業
37607,6534,正瀚-創,2023-12-21,上市臺灣創新板,生技醫療業
37608,6645,金萬林-創,2023-12-21,上市臺灣創新板,生技醫療業
37609,6757,台灣虎航-創,2023-08-15,上市臺灣創新板,航運業
37610,6854,錼創科技-KY創,2022-08-18,上市臺灣創新板,半導體業
37611,6869,雲豹能源-創,2023-03-14,上市臺灣創新板,綠能環保
37612,6873,泓德能源-創,2023-03-06,上市臺灣創新板,綠能環保
37613,6902,走著瞧-創,2023-07-13,上市臺灣創新板,數位雲端
37614,6949,沛爾生醫-創,2024-03-08,上市臺灣創新板,生技醫療業
37615,8162,微矽電子-創,2024-03-07,上市臺灣創新板,半導體業
37616,8487,愛爾達-創,2024-03-26,上市臺灣創新板,數位雲端
